Group	Name	Weight	Reference	PubMed	Source	Note
Physical Interactions	Zhang-Zou-2011	0.00035771819431967003	A bead-based approach for large-scale identification of in vitro kinase substrates. Zhang et al. (2011). Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/22113938		
Physical Interactions	van Wijk-Timmers-2009	0.0003509339257271585	A comprehensive framework of E2-RING E3 interactions of the human ubiquitin-proteasome system. van Wijk et al. (2009). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/19690564		
Physical Interactions	Scholz-Taylor-2016	0.00033990113843333444	FIH Regulates Cellular Metabolism through Hydroxylation of the Deubiquitinase OTUB1. Scholz et al. (2016). PLoS Biol	http://www.ncbi.nlm.nih.gov/pubmed/26752685		
Physical Interactions	Abbasi-Schild-Poulter-2019	0.0003374523653323433	Mapping the Ku Interactome Using Proximity-Dependent Biotin Identification in Human Cells. Abbasi et al. (2019). J Proteome Res	http://www.ncbi.nlm.nih.gov/pubmed/30585729		
Physical Interactions	Pichlmair-Superti-Furga-2011	0.00033283590995800556	IFIT1 is an antiviral protein that recognizes 5'-triphosphate RNA. Pichlmair et al. (2011). Nat Immunol	http://www.ncbi.nlm.nih.gov/pubmed/21642987		
Physical Interactions	Kahle-Zoghbi-2011	0.00033019459913476813	Comparison of an expanded ataxia interactome with patient medical records reveals a relationship between macular degeneration and ataxia. Kahle et al. (2011). Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21078624		
Physical Interactions	Wilkinson-Coba-2019	0.0003256893289179386	Endogenous Cell Type-Specific Disrupted in Schizophrenia 1 Interactomes Reveal Protein Networks Associated With Neurodevelopmental Disorders. Wilkinson et al. (2019). Biol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/29961565		
Physical Interactions	Woods-Monteiro-2012 B	0.00031867006965843626	Charting the landscape of tandem BRCT domain-mediated protein interactions. Woods et al. (2012). Sci Signal	http://www.ncbi.nlm.nih.gov/pubmed/22990118		
Physical Interactions	Cloutier-Coulombe-2017	0.00031808862045360826	R2TP/Prefoldin-like component RUVBL1/RUVBL2 directly interacts with ZNHIT2 to regulate assembly of U5 small nuclear ribonucleoprotein. Cloutier et al. (2017). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/28561026		
Physical Interactions	Chen-Guan-2018	0.0003148820959281294	SNIP1 Recruits TET2 to Regulate c-MYC Target Genes and Cellular DNA Damage Response. Chen et al. (2018). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/30404004		
Physical Interactions	Kumar-Vertegaal-2017	0.0003145095604869378	The STUbL RNF4 regulates protein group SUMOylation by targeting the SUMO conjugation machinery. Kumar et al. (2017). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/29180619		
Physical Interactions	Lim-Zoghbi-2006	0.00027249872868299885	A protein-protein interaction network for human inherited ataxias and disorders of Purkinje cell degeneration. Lim et al. (2006). Cell	http://www.ncbi.nlm.nih.gov/pubmed/16713569		
Physical Interactions	Foster-Marshall-2013	0.00026989433273903366	Proteomic analysis of the NOS2 interactome in human airway epithelial cells. Foster et al. (2013). Nitric Oxide	http://www.ncbi.nlm.nih.gov/pubmed/23438482		
Physical Interactions	Xu-Ye-2012	0.00026213214894679987	SGTA recognizes a noncanonical ubiquitin-like domain in the Bag6-Ubl4A-Trc35 complex to promote endoplasmic reticulum-associated degradation. Xu et al. (2012). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/23246001		
Physical Interactions	Jin-Pawson-2004	0.0002601111234622774	Proteomic, functional, and domain-based analysis of in vivo 14-3-3 binding proteins involved in cytoskeletal regulation and cellular organization. Jin et al. (2004). Curr Biol	http://www.ncbi.nlm.nih.gov/pubmed/15324660		
Physical Interactions	Soler-López-Aloy-2011	0.00023803835962302587	Interactome mapping suggests new mechanistic details underlying Alzheimer's disease. Soler-López et al. (2011). Genome Res	http://www.ncbi.nlm.nih.gov/pubmed/21163940		
Physical Interactions	Rodriguez-von Kriegsheim-2016	0.00023705963031001032	Substrate-Trapped Interactors of PHD3 and FIH Cluster in Distinct Signaling Pathways. Rodriguez et al. (2016). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/26972000		
Physical Interactions	IREF-spike	0.00022966890237404147				
Physical Interactions	Liu-Wang-2012	0.00022498479203011317	Proteomic identification of common SCF ubiquitin ligase FBXO6-interacting glycoproteins in three kinds of cells. Liu et al. (2012). J Proteome Res	http://www.ncbi.nlm.nih.gov/pubmed/22268729		
Physical Interactions	Chen-Yu-2018	0.0002110392601006305	An interactome perturbation framework prioritizes damaging missense mutations for developmental disorders. Chen et al. (2018). Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/29892012		
Physical Interactions	Perez-Hernandez-Yáñez-Mó-2013	0.00020909312105292226	The intracellular interactome of tetraspanin-enriched microdomains reveals their function as sorting machineries toward exosomes. Perez-Hernandez et al. (2013). J Biol Chem	http://www.ncbi.nlm.nih.gov/pubmed/23463506		
Physical Interactions	Sundell-Ivarsson-2018	0.000208431598281412	Proteome-wide analysis of phospho-regulated PDZ domain interactions. Sundell et al. (2018). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/30126976		
Physical Interactions	Hu-Woods-2019	0.00020642477197546999	CTDP1 regulates breast cancer survival and DNA repair through BRCT-specific interactions with FANCI. Hu et al. (2019). Cell Death Discov	http://www.ncbi.nlm.nih.gov/pubmed/31240132		
Physical Interactions	Wang-Yang-2011	0.00019183675055347598	Toward an understanding of the protein interaction network of the human liver. Wang et al. (2011). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/21988832		
Physical Interactions	Varjosalo-Gstaiger-2013 A	0.0001869660237436787	The protein interaction landscape of the human CMGC kinase group. Varjosalo et al. (2013). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/23602568		
Physical Interactions	IREF-huri	0.00018004838553493068				
Physical Interactions	Yachie-Roth-2016	0.00016024956001359342	Pooled-matrix protein interaction screens using Barcode Fusion Genetics. Yachie et al. (2016). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/27107012		
Physical Interactions	Olma-Pintard-2009	0.0001346747727360259	An interaction network of the mammalian COP9 signalosome identifies Dda1 as a core subunit of multiple Cul4-based E3 ligases. Olma et al. (2009). J Cell Sci	http://www.ncbi.nlm.nih.gov/pubmed/19295130		
Physical Interactions	Xie-Zhang-2017	0.00013386367195757413	FAF1 phosphorylation by AKT accumulates TGF-β type II receptor and drives breast cancer metastasis. Xie et al. (2017). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/28443643		
Physical Interactions	Zhu-Liu-2018	0.0001324716817198381	Deubiquitinating enzyme PSMD14 promotes tumor metastasis through stabilizing SNAIL in human esophageal squamous cell carcinoma. Zhu et al. (2018). Cancer Lett	http://www.ncbi.nlm.nih.gov/pubmed/29331416		
Physical Interactions	Bogachek-Weigel-2014	0.00012267426421579583	Sumoylation pathway is required to maintain the basal breast cancer subtype. Bogachek et al. (2014). Cancer Cell	http://www.ncbi.nlm.nih.gov/pubmed/24835590		
Physical Interactions	St-Denis-Gingras-2016	0.00012255113562424584	Phenotypic and Interaction Profiling of the Human Phosphatases Identifies Diverse Mitotic Regulators. St-Denis et al. (2016). Cell Rep	http://www.ncbi.nlm.nih.gov/pubmed/27880917		
Physical Interactions	Taipale-Lindquist-2014	0.00011616823025273812	A quantitative chaperone interaction network reveals the architecture of cellular protein homeostasis pathways. Taipale et al. (2014). Cell	http://www.ncbi.nlm.nih.gov/pubmed/25036637		
Physical Interactions	Wang-Xiong-2019	0.00010611683221256741	Impaired plasma membrane localization of ubiquitin ligase complex underlies 3-M syndrome development. Wang et al. (2019). J Clin Invest	http://www.ncbi.nlm.nih.gov/pubmed/31343991		
Physical Interactions	Pichlmair-Superti-Furga-2012	0.00010394945573434657	Viral immune modulators perturb the human molecular network by common and unique strategies. Pichlmair et al. (2012). Nature	http://www.ncbi.nlm.nih.gov/pubmed/22810585		
Physical Interactions	Miyamoto-Sato-Yanagawa-2010	0.00009527649398592207	A comprehensive resource of interacting protein regions for refining human transcription factor networks. Miyamoto-Sato et al. (2010). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/20195357		
Physical Interactions	Kawahara-Paes Leme-2017	0.00008256411617838292	Mass spectrometry-based proteomics revealed Glypican-1 as a novel ADAM17 substrate. Kawahara et al. (2017). J Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/27576135		
Physical Interactions	Raman-Harper-2015	0.00008058581381383354	Systematic proteomics of the VCP-UBXD adaptor network identifies a role for UBXN10 in regulating ciliogenesis. Raman et al. (2015). Nat Cell Biol	http://www.ncbi.nlm.nih.gov/pubmed/26389662		
Physical Interactions	Kumar-Maddika-2017	0.00007743782448447852	A Human Tyrosine Phosphatase Interactome Mapped by Proteomic Profiling. Kumar et al. (2017). J Proteome Res	http://www.ncbi.nlm.nih.gov/pubmed/28675297		
Physical Interactions	Ravasi-Hayashizaki-2010	0.00007709734976459166	An atlas of combinatorial transcriptional regulation in mouse and man. Ravasi et al. (2010). Cell	http://www.ncbi.nlm.nih.gov/pubmed/20211142		
Physical Interactions	Li-Wang-2016	0.00007290438761982632	Defining the Protein-Protein Interaction Network of the Human Protein Tyrosine Phosphatase Family. Li et al. (2016). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/27432908		
Physical Interactions	Blandin-Richard-2013	0.000053784479477094976	A human skeletal muscle interactome centered on proteins involved in muscular dystrophies: LGMD interactome. Blandin et al. (2013). Skelet Muscle	http://www.ncbi.nlm.nih.gov/pubmed/23414517		
Physical Interactions	Fragoza-Yu-2019	0.00003258793408364126	Extensive disruption of protein interactions by genetic variants across the allele frequency spectrum in human populations. Fragoza et al. (2019). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/31515488		
Physical Interactions	Liu-Sun-2019	0.00003235050731812998	CCT3 acts upstream of YAP and TFCP2 as a potential target and tumour biomarker in liver cancer. Liu et al. (2019). Cell Death Dis	http://www.ncbi.nlm.nih.gov/pubmed/31501420		
Physical Interactions	Ouyang-Gill-2009	0.000024110051524614363	Direct binding of CoREST1 to SUMO-2/3 contributes to gene-specific repression by the LSD1/CoREST1/HDAC complex. Ouyang et al. (2009). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/19394292		
Physical Interactions	Albers-Koegl-2005	0.000023786907452134776	Automated yeast two-hybrid screening for nuclear receptor-interacting proteins. Albers et al. (2005). Mol Cell Proteomics	http://www.ncbi.nlm.nih.gov/pubmed/15604093		
Physical Interactions	Swayampakula-Dedhar-2017	0.00002336242989878329	The interactome of metabolic enzyme carbonic anhydrase IX reveals novel roles in tumor cell migration and invadopodia/MMP14-mediated invasion. Swayampakula et al. (2017). Oncogene	http://www.ncbi.nlm.nih.gov/pubmed/28692057		
Physical Interactions	Sahni-Vidal-2015	0.00002120631666112576	Widespread macromolecular interaction perturbations in human genetic disorders. Sahni et al. (2015). Cell	http://www.ncbi.nlm.nih.gov/pubmed/25910212		
Physical Interactions	IREF-biogrid	0.000011859733114137466				
Physical Interactions	Cao-Chinnaiyan-2014	0.000009941135966536942	The central role of EED in the orchestration of polycomb group complexes. Cao et al. (2014). Nat Commun	http://www.ncbi.nlm.nih.gov/pubmed/24457600		
Co-expression	Wang-Maris-2006	0.005966909814536207	Integrative genomics identifies distinct molecular classes of neuroblastoma and shows that multiple genes are targeted by regional alterations in DNA copy number. Wang et al. (2006). Cancer Res	http://www.ncbi.nlm.nih.gov/pubmed/16778177		
Co-expression	Mallon-McKay-2013	0.005103250154375284	StemCellDB: the human pluripotent stem cell database at the National Institutes of Health. Mallon et al. (2013). Stem Cell Res	http://www.ncbi.nlm.nih.gov/pubmed/23117585		
Co-expression	Roth-Zlotnik-2006	0.004951641083833824	Gene expression analyses reveal molecular relationships among 20 regions of the human CNS. Roth et al. (2006). Neurogenetics	http://www.ncbi.nlm.nih.gov/pubmed/16572319		
Co-expression	Ramaswamy-Golub-2001	0.004796822300620356	Multiclass cancer diagnosis using tumor gene expression signatures. Ramaswamy et al. (2001). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/11742071		
Co-expression	Innocenti-Brown-2011	0.004634849485603342	Identification, replication, and functional fine-mapping of expression quantitative trait loci in primary human liver tissue. Innocenti et al. (2011). PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21637794		
Co-expression	Alizadeh-Staudt-2000	0.004618938417129217	Distinct types of diffuse large B-cell lymphoma identified by gene expression profiling. Alizadeh et al. (2000). Nature	http://www.ncbi.nlm.nih.gov/pubmed/10676951		
Co-expression	Dobbin-Giordano-2005	0.0045943162305300675	Interlaboratory comparability study of cancer gene expression analysis using oligonucleotide microarrays. Dobbin et al. (2005). Clin Cancer Res	http://www.ncbi.nlm.nih.gov/pubmed/15701842		
Co-expression	Rieger-Chu-2004	0.004514853132672517	Toxicity from radiation therapy associated with abnormal transcriptional responses to DNA damage. Rieger et al. (2004). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/15096622		
Co-expression	Bild-Nevins-2006 B	0.004378020887468364	Oncogenic pathway signatures in human cancers as a guide to targeted therapies. Bild et al. (2006). Nature	http://www.ncbi.nlm.nih.gov/pubmed/16273092		
Co-expression	Burington-Shaughnessy-2008	0.004358310814137146	Tumor cell gene expression changes following short-term in vivo exposure to single agent chemotherapeutics are related to survival in multiple myeloma. Burington et al. (2008). Clin Cancer Res	http://www.ncbi.nlm.nih.gov/pubmed/18676754		
Co-expression	Boldrick-Relman-2002	0.003899666039355915	Stereotyped and specific gene expression programs in human innate immune responses to bacteria. Boldrick et al. (2002). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/11805339		
Co-expression	Arijs-Rutgeerts-2009	0.003863273130896877	Mucosal gene expression of antimicrobial peptides in inflammatory bowel disease before and after first infliximab treatment. Arijs et al. (2009). PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/19956723		
Co-expression	Jiang-de Kok-2017	0.0036166276742112765	Omics-based identification of the combined effects of idiosyncratic drugs and inflammatory cytokines on the development of drug-induced liver injury. Jiang et al. (2017). Toxicol Appl Pharmacol	http://www.ncbi.nlm.nih.gov/pubmed/28733206		
Co-expression	Perou-Botstein-2000	0.0035857272697918615	Molecular portraits of human breast tumours. Perou et al. (2000). Nature	http://www.ncbi.nlm.nih.gov/pubmed/10963602		
Co-expression	Chen-Brown-2002	0.003465482936378406	Gene expression patterns in human liver cancers. Chen et al. (2002). Mol Biol Cell	http://www.ncbi.nlm.nih.gov/pubmed/12058060		
Co-expression	Wang-Cheung-2015	0.0034071390772321074	Genetic variation in insulin-induced kinase signaling. Wang et al. (2015). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/26202599		
Co-expression	Wu-Garvey-2007	0.0028318082997837203	The effect of insulin on expression of genes and biochemical pathways in human skeletal muscle. Wu et al. (2007). Endocrine	http://www.ncbi.nlm.nih.gov/pubmed/17709892		
Co-expression	Rosenwald-Staudt-2001	0.0027895075135352066	Relation of gene expression phenotype to immunoglobulin mutation genotype in B cell chronic lymphocytic leukemia. Rosenwald et al. (2001). J Exp Med	http://www.ncbi.nlm.nih.gov/pubmed/11733578		
Co-expression	Ross-Perou-2001	0.0025604018311816165	A comparison of gene expression signatures from breast tumors and breast tissue derived cell lines. Ross et al. (2001). Dis Markers	http://www.ncbi.nlm.nih.gov/pubmed/11673656		
Co-expression	Perou-Botstein-1999	0.0021856515115026938	Distinctive gene expression patterns in human mammary epithelial cells and breast cancers. Perou et al. (1999). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/10430922		
Predicted	I2D-Li-Vidal-2004-CE-DATA-Worm2Human	0.007274263919376733	A map of the interactome network of the metazoan C. elegans. Li et al. (2004). Science	http://www.ncbi.nlm.nih.gov/pubmed/14704431		
Predicted	I2D-BioGRID-Yeast2Human	0.007089031145495227	BioGRID: a general repository for interaction datasets. Stark et al. (2006). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/16381927		
Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human	0.006002536906247663	Comparative assessment of large-scale data sets of protein-protein interactions. von Mering et al. (2002). Nature	http://www.ncbi.nlm.nih.gov/pubmed/12000970		
Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human	0.005144885536633698	A map of the interactome network of the metazoan C. elegans. Li et al. (2004). Science	http://www.ncbi.nlm.nih.gov/pubmed/14704431		
Predicted	I2D-vonMering-Bork-2002-Medium-Yeast2Human	0.004044369755352224	Comparative assessment of large-scale data sets of protein-protein interactions. von Mering et al. (2002). Nature	http://www.ncbi.nlm.nih.gov/pubmed/12000970		
Predicted	I2D-Tarassov-PCA-Yeast2Human	0.0029101002570156454	An in vivo map of the yeast protein interactome. Tarassov et al. (2008). Science	http://www.ncbi.nlm.nih.gov/pubmed/18467557		
Predicted	Wu-Stein-2010	0.0023939574701249233	A human functional protein interaction network and its application to cancer data analysis. Wu et al. (2010). Genome Biol	http://www.ncbi.nlm.nih.gov/pubmed/20482850		
Predicted	I2D-vonMering-Bork-2002-Low-Yeast2Human	0.0018289661232913116	Comparative assessment of large-scale data sets of protein-protein interactions. von Mering et al. (2002). Nature	http://www.ncbi.nlm.nih.gov/pubmed/12000970		
Predicted	I2D-Wang-Orkin-2006-EScmplxIP-Mouse2Human	0.0017713334291532133	A protein interaction network for pluripotency of embryonic stem cells. Wang et al. (2006). Nature	http://www.ncbi.nlm.nih.gov/pubmed/17093407		
Predicted	I2D-IntAct-Mouse2Human	0.0015539351842990565	The IntAct molecular interaction database in 2010. Aranda et al. (2010). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/19850723		
Predicted	I2D-INNATEDB-Mouse2Human	0.0014920938212104383	InnateDB: facilitating systems-level analyses of the mammalian innate immune response. Lynn et al. (2008). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/18766178		
Predicted	I2D-BioGRID-Rat2Human	0.0013751212546829013	BioGRID: a general repository for interaction datasets. Stark et al. (2006). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/16381927		
Predicted	I2D-BioGRID-Mouse2Human	0.0013745732640878731	BioGRID: a general repository for interaction datasets. Stark et al. (2006). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/16381927		
Predicted	Stuart-Kim-2003	0.0013718703568155995	A gene-coexpression network for global discovery of conserved genetic modules. Stuart et al. (2003). Science	http://www.ncbi.nlm.nih.gov/pubmed/12934013		
Predicted	I2D-Yu-Vidal-2008-GoldStd-Yeast2Human	0.0011528361128689236	High-quality binary protein interaction map of the yeast interactome network. Yu et al. (2008). Science	http://www.ncbi.nlm.nih.gov/pubmed/18719252		
Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human	0.0009850641744520287	Global landscape of protein complexes in the yeast Saccharomyces cerevisiae. Krogan et al. (2006). Nature	http://www.ncbi.nlm.nih.gov/pubmed/16554755		
Predicted	I2D-BioGRID-Fly2Human	0.0008616505021048544	BioGRID: a general repository for interaction datasets. Stark et al. (2006). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/16381927		
Predicted	I2D-BIND-Rat2Human	0.0008461151340186914	BIND--a data specification for storing and describing biomolecular interactions, molecular complexes and pathways. Bader et al. (2000). Bioinformatics	http://www.ncbi.nlm.nih.gov/pubmed/10871269		
Predicted	I2D-IntAct-Yeast2Human	0.0008168147897870418	The IntAct molecular interaction database in 2010. Aranda et al. (2010). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/19850723		
Predicted	I2D-IntAct-Rat2Human	0.0007711598983596709	The IntAct molecular interaction database in 2010. Aranda et al. (2010). Nucleic Acids Res	http://www.ncbi.nlm.nih.gov/pubmed/19850723		
Predicted	I2D-Chen-Pawson-2009-PiwiScreen-Mouse2Human	0.000572980163308728	Mouse Piwi interactome identifies binding mechanism of Tdrkh Tudor domain to arginine methylated Miwi. Chen et al. (2009). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/19918066		
Predicted	I2D-BIND-Mouse2Human	0.0005362699090451302	BIND--a data specification for storing and describing biomolecular interactions, molecular complexes and pathways. Bader et al. (2000). Bioinformatics	http://www.ncbi.nlm.nih.gov/pubmed/10871269		
Predicted	I2D-Krogan-Greenblatt-2006-NonCore-Yeast2Human	0.0004411673527521428	Global landscape of protein complexes in the yeast Saccharomyces cerevisiae. Krogan et al. (2006). Nature	http://www.ncbi.nlm.nih.gov/pubmed/16554755		
Predicted	I2D-MGI-Mouse2Human	0.00038026158903614474	Ontological visualization of protein-protein interactions. Drabkin et al. (2005). BMC Bioinformatics	http://www.ncbi.nlm.nih.gov/pubmed/15707487		
Predicted	I2D-MINT-Rat2Human	0.00036769351866655127	MINT: a Molecular INTeraction database. Zanzoni et al. (2002). FEBS Lett	http://www.ncbi.nlm.nih.gov/pubmed/11911893		
Predicted	I2D-BIND-Worm2Human	0.00023111100625031585	BIND--a data specification for storing and describing biomolecular interactions, molecular complexes and pathways. Bader et al. (2000). Bioinformatics	http://www.ncbi.nlm.nih.gov/pubmed/10871269		
Predicted	I2D-BIND-Yeast2Human	0.00009395019114000029	BIND--a data specification for storing and describing biomolecular interactions, molecular complexes and pathways. Bader et al. (2000). Bioinformatics	http://www.ncbi.nlm.nih.gov/pubmed/10871269		
Predicted	I2D-Formstecher-Daviet-2005-Embryo-Fly2Human	0.000025613235197734908	Protein interaction mapping: a Drosophila case study. Formstecher et al. (2005). Genome Res	http://www.ncbi.nlm.nih.gov/pubmed/15710747		
Co-localization	Zhang-Shang-2006	0.014388078972353849	The catalytic subunit of the proteasome is engaged in the entire process of estrogen receptor-regulated transcription. Zhang et al. (2006). EMBO J	http://www.ncbi.nlm.nih.gov/pubmed/16957778		
Co-localization	Schadt-Shoemaker-2004	0.01107561321459884	A comprehensive transcript index of the human genome generated using microarrays and computational approaches. Schadt et al. (2004). Genome Biol	http://www.ncbi.nlm.nih.gov/pubmed/15461792		
Co-localization	Johnson-Shoemaker-2003	0.00711620419656381	Genome-wide survey of human alternative pre-mRNA splicing with exon junction microarrays. Johnson et al. (2003). Science	http://www.ncbi.nlm.nih.gov/pubmed/14684825		
Co-localization	Chen-Huang-2014	0.0037277641931144803	Using an in situ proximity ligation assay to systematically profile endogenous protein-protein interactions in a pathway network. Chen et al. (2014). J Proteome Res	http://www.ncbi.nlm.nih.gov/pubmed/25241761		
Genetic Interactions	Shen-Mali-2017	0.0031735249087198993	Combinatorial CRISPR-Cas9 screens for de novo mapping of genetic interactions. Shen et al. (2017). Nat Methods	http://www.ncbi.nlm.nih.gov/pubmed/28319113		
Genetic Interactions	Toyoshima-Grandori-2012	0.002741584277647872	Functional genomics identifies therapeutic targets for MYC-driven cancer. Toyoshima et al. (2012). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/22623531		
Genetic Interactions	Matsuoka-Elledge-2007	0.0025354226920051254	ATM and ATR substrate analysis reveals extensive protein networks responsive to DNA damage. Matsuoka et al. (2007). Science	http://www.ncbi.nlm.nih.gov/pubmed/17525332		
Genetic Interactions	Vizeacoumar-Moffat-2013	0.002515623191727467	A negative genetic interaction map in isogenic cancer cell lines reveals cancer cell vulnerabilities. Vizeacoumar et al. (2013). Mol Syst Biol	http://www.ncbi.nlm.nih.gov/pubmed/24104479		
Genetic Interactions	Xie-Green-2012	0.002305632027869225	A synthetic interaction screen identifies factors selectively required for proliferation and TERT transcription in p53-deficient human cancer cells. Xie et al. (2012). PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/23284306		
Genetic Interactions	Srivas-Ideker-2016	0.002258711433279474	A Network of Conserved Synthetic Lethal Interactions for Exploration of Precision Cancer Therapy. Srivas et al. (2016). Mol Cell	http://www.ncbi.nlm.nih.gov/pubmed/27453043		
Genetic Interactions	BIOGRID-SMALL-SCALE-STUDIES	0.0022089369920149818				
Genetic Interactions	IREF-SMALL-SCALE-STUDIES	0.0021554632957164225				
Genetic Interactions	Han-Bassik-2017 A	0.0021514030573980677	Synergistic drug combinations for cancer identified in a CRISPR screen for pairwise genetic interactions. Han et al. (2017). Nat Biotechnol	http://www.ncbi.nlm.nih.gov/pubmed/28319085		
Genetic Interactions	Du-Krogan-2017	0.0011282069200331411	Genetic interaction mapping in mammalian cells using CRISPR interference. Du et al. (2017). Nat Methods	http://www.ncbi.nlm.nih.gov/pubmed/28481362		
Genetic Interactions	Horlbeck-Gilbert-2018 A	0.0010909212607389395	Mapping the Genetic Landscape of Human Cells. Horlbeck et al. (2018). Cell	http://www.ncbi.nlm.nih.gov/pubmed/30033366		
Genetic Interactions	Horlbeck-Gilbert-2018 B	0.0010004347563306796	Mapping the Genetic Landscape of Human Cells. Horlbeck et al. (2018). Cell	http://www.ncbi.nlm.nih.gov/pubmed/30033366		
Genetic Interactions	Blomen-Brummelkamp-2015	0.0009349549603397162	Gene essentiality and synthetic lethality in haploid human cells. Blomen et al. (2015). Science	http://www.ncbi.nlm.nih.gov/pubmed/26472760		
Genetic Interactions	Han-Bassik-2017 B	0.0006756725800426802	Synergistic drug combinations for cancer identified in a CRISPR screen for pairwise genetic interactions. Han et al. (2017). Nat Biotechnol	http://www.ncbi.nlm.nih.gov/pubmed/28319085		
Genetic Interactions	Willingham-Muchowski-2003	0.0005939932569263121	Yeast genes that enhance the toxicity of a mutant huntingtin fragment or alpha-synuclein. Willingham et al. (2003). Science	http://www.ncbi.nlm.nih.gov/pubmed/14657499		
Genetic Interactions	Xiao-Brown-2018	0.0005857137377789605	Estrogen-regulated feedback loop limits the efficacy of estrogen receptor-targeted breast cancer therapy. Xiao et al. (2018). Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/29987050		
Genetic Interactions	Achuthankutty-Mailand-2019	0.0003178067521286809	Regulation of ETAA1-mediated ATR activation couples DNA replication fidelity and genome stability. Achuthankutty et al. (2019). J Cell Biol	http://www.ncbi.nlm.nih.gov/pubmed/31615875		
Genetic Interactions	Luo-Elledge-2009	0.0002613778478338774	A genome-wide RNAi screen identifies multiple synthetic lethal interactions with the Ras oncogene. Luo et al. (2009). Cell	http://www.ncbi.nlm.nih.gov/pubmed/19490893		
Genetic Interactions	Lin-Smith-2010	0.00008557481500243813	A genome-wide map of human genetic interactions inferred from radiation hybrid genotypes. Lin et al. (2010). Genome Res	http://www.ncbi.nlm.nih.gov/pubmed/20508145		
Pathway	Wu-Stein-2010	0.005992413668266251	A human functional protein interaction network and its application to cancer data analysis. Wu et al. (2010). Genome Biol	http://www.ncbi.nlm.nih.gov/pubmed/20482850		
Pathway	NCI_NATURE	0.003872218586060803				
Pathway	REACTOME	0.003780563212687363				
Pathway	IMID	0.0027244010982004747				
Pathway	CELL_MAP	0.0023242137886690267				
Pathway	HUMANCYC	0.00008376194722675649				
Shared protein domains	INTERPRO	0.003878980943562721				
Shared protein domains	PFAM	0.002102243789618223				
